material,process,power,velocity,hatch_spacing,energy_density,layer_thickness,beam_diameter,density,specific_heat_capacity,k,melting_temperature,absorption_coefficient,minimal_absorptivity,melt_pool_shape,spatter,weight_percent_Zn,weight_percent_Mg,weight_percent_Si,weight_percent_Al,weight_percent_Sn,weight_percent_Zr,weight_percent_W,weight_percent_Ti,weight_percent_V,weight_percent_Co,weight_percent_Cu,weight_percent_Ta,weight_percent_Nb,weight_percent_Ni,weight_percent_Cr,weight_percent_Fe,weight_percent_Mn,weight_percent_Mo,paper_id,paper_url,porosity,relative_density,comments
SS316L,PBF,45,2900,,,,,8000,500,16.3,1415,,0.33,LOF,,0,0,0,0,0,0,0,0,0,0,0,0,0,11.4,17.3,65,1.5,2.5,49,,,,
SS316L,PBF,45,3400,,,,,8000,500,16.3,1415,,0.33,LOF,,0,0,0,0,0,0,0,0,0,0,0,0,0,11.4,17.3,65,1.5,2.5,49,,,,
SS316L,PBF,130,400,,,,,8000,500,16.3,1415,,0.33,keyhole,,0,0,0,0,0,0,0,0,0,0,0,0,0,11.4,17.3,65,1.5,2.5,49,,,,
SS316L,PBF,130,900,,,,,8000,500,16.3,1415,,0.33,desirable,,0,0,0,0,0,0,0,0,0,0,0,0,0,11.4,17.3,65,1.5,2.5,49,,,,
SS316L,PBF,130,1400,,,,,8000,500,16.3,1415,,0.33,desirable,,0,0,0,0,0,0,0,0,0,0,0,0,0,11.4,17.3,65,1.5,2.5,49,,,,
SS316L,PBF,130,1900,,,,,8000,500,16.3,1415,,0.33,LOF,,0,0,0,0,0,0,0,0,0,0,0,0,0,11.4,17.3,65,1.5,2.5,49,,,,
SS316L,PBF,130,2400,,,,,8000,500,16.3,1415,,0.33,LOF,,0,0,0,0,0,0,0,0,0,0,0,0,0,11.4,17.3,65,1.5,2.5,49,,,,
SS316L,PBF,130,2900,,,,,8000,500,16.3,1415,,0.33,LOF,,0,0,0,0,0,0,0,0,0,0,0,0,0,11.4,17.3,65,1.5,2.5,49,,,,
SS316L,PBF,130,3400,,,,,8000,500,16.3,1415,,0.33,LOF,,0,0,0,0,0,0,0,0,0,0,0,0,0,11.4,17.3,65,1.5,2.5,49,,,,
SS316L,PBF,220,400,,,,,8000,500,16.3,1415,,0.33,keyhole,,0,0,0,0,0,0,0,0,0,0,0,0,0,11.4,17.3,65,1.5,2.5,49,,,,
SS316L,PBF,220,900,,,,,8000,500,16.3,1415,,0.33,keyhole,,0,0,0,0,0,0,0,0,0,0,0,0,0,11.4,17.3,65,1.5,2.5,49,,,,
SS316L,PBF,220,1400,,,,,8000,500,16.3,1415,,0.33,keyhole,,0,0,0,0,0,0,0,0,0,0,0,0,0,11.4,17.3,65,1.5,2.5,49,,,,
SS316L,PBF,220,1900,,,,,8000,500,16.3,1415,,0.33,keyhole,,0,0,0,0,0,0,0,0,0,0,0,0,0,11.4,17.3,65,1.5,2.5,49,,,,
SS316L,PBF,220,2400,,,,,8000,500,16.3,1415,,0.33,desirable,,0,0,0,0,0,0,0,0,0,0,0,0,0,11.4,17.3,65,1.5,2.5,49,,,,
SS316L,PBF,220,2900,,,,,8000,500,16.3,1415,,0.33,desirable,,0,0,0,0,0,0,0,0,0,0,0,0,0,11.4,17.3,65,1.5,2.5,49,,,,
SS316L,PBF,220,3400,,,,,8000,500,16.3,1415,,0.33,LOF,,0,0,0,0,0,0,0,0,0,0,0,0,0,11.4,17.3,65,1.5,2.5,49,,,,
SS316L,PBF,300,400,,,,,8000,500,16.3,1415,,0.33,keyhole,,0,0,0,0,0,0,0,0,0,0,0,0,0,11.4,17.3,65,1.5,2.5,49,,,,
SS316L,PBF,300,900,,,,,8000,500,16.3,1415,,0.33,keyhole,,0,0,0,0,0,0,0,0,0,0,0,0,0,11.4,17.3,65,1.5,2.5,49,,,,
SS316L,PBF,300,1400,,,,,8000,500,16.3,1415,,0.33,keyhole,,0,0,0,0,0,0,0,0,0,0,0,0,0,11.4,17.3,65,1.5,2.5,49,,,,
SS316L,PBF,300,1900,,,,,8000,500,16.3,1415,,0.33,keyhole,,0,0,0,0,0,0,0,0,0,0,0,0,0,11.4,17.3,65,1.5,2.5,49,,,,
SS316L,PBF,300,2400,,,,,8000,500,16.3,1415,,0.33,keyhole,,0,0,0,0,0,0,0,0,0,0,0,0,0,11.4,17.3,65,1.5,2.5,49,,,,
SS316L,PBF,300,2900,,,,,8000,500,16.3,1415,,0.33,keyhole,,0,0,0,0,0,0,0,0,0,0,0,0,0,11.4,17.3,65,1.5,2.5,49,,,,
SS316L,PBF,300,3400,,,,,8000,500,16.3,1415,,0.33,desirable,,0,0,0,0,0,0,0,0,0,0,0,0,0,11.4,17.3,65,1.5,2.5,49,,,,
SS17-4PH,PBF,45,400,,,,,7750,460,17.9,1420,,,LOF,,0,0,0,0,0,0,0,0,0,0,3.65,0,0,4,16,75,0,0,49,,,,
SS17-4PH,PBF,45,900,,,,,7750,460,17.9,1420,,,LOF,,0,0,0,0,0,0,0,0,0,0,3.65,0,0,4,16,75,0,0,49,,,,
SS17-4PH,PBF,45,1400,,,,,7750,460,17.9,1420,,,LOF,,0,0,0,0,0,0,0,0,0,0,3.65,0,0,4,16,75,0,0,49,,,,
SS17-4PH,PBF,45,1900,,,,,7750,460,17.9,1420,,,LOF,,0,0,0,0,0,0,0,0,0,0,3.65,0,0,4,16,75,0,0,49,,,,
SS17-4PH,PBF,45,2400,,,,,7750,460,17.9,1420,,,LOF,,0,0,0,0,0,0,0,0,0,0,3.65,0,0,4,16,75,0,0,49,,,,
SS17-4PH,PBF,45,2900,,,,,7750,460,17.9,1420,,,LOF,,0,0,0,0,0,0,0,0,0,0,3.65,0,0,4,16,75,0,0,49,,,,
SS17-4PH,PBF,45,3400,,,,,7750,460,17.9,1420,,,LOF,,0,0,0,0,0,0,0,0,0,0,3.65,0,0,4,16,75,0,0,49,,,,
SS17-4PH,PBF,130,400,,,,,7750,460,17.9,1420,,,keyhole,,0,0,0,0,0,0,0,0,0,0,3.65,0,0,4,16,75,0,0,49,,,,
SS17-4PH,PBF,130,900,,,,,7750,460,17.9,1420,,,keyhole,,0,0,0,0,0,0,0,0,0,0,3.65,0,0,4,16,75,0,0,49,,,,
SS17-4PH,PBF,130,1400,,,,,7750,460,17.9,1420,,,keyhole,,0,0,0,0,0,0,0,0,0,0,3.65,0,0,4,16,75,0,0,49,,,,
SS17-4PH,PBF,130,1900,,,,,7750,460,17.9,1420,,,LOF,,0,0,0,0,0,0,0,0,0,0,3.65,0,0,4,16,75,0,0,49,,,,
SS17-4PH,PBF,130,2400,,,,,7750,460,17.9,1420,,,LOF,,0,0,0,0,0,0,0,0,0,0,3.65,0,0,4,16,75,0,0,49,,,,
SS17-4PH,PBF,130,2900,,,,,7750,460,17.9,1420,,,LOF,,0,0,0,0,0,0,0,0,0,0,3.65,0,0,4,16,75,0,0,49,,,,
SS17-4PH,PBF,130,3400,,,,,7750,460,17.9,1420,,,LOF,,0,0,0,0,0,0,0,0,0,0,3.65,0,0,4,16,75,0,0,49,,,,
SS17-4PH,PBF,220,400,,,,,7750,460,17.9,1420,,,keyhole,,0,0,0,0,0,0,0,0,0,0,3.65,0,0,4,16,75,0,0,49,,,,
SS17-4PH,PBF,220,900,,,,,7750,460,17.9,1420,,,keyhole,,0,0,0,0,0,0,0,0,0,0,3.65,0,0,4,16,75,0,0,49,,,,
SS17-4PH,PBF,220,1400,,,,,7750,460,17.9,1420,,,keyhole,,0,0,0,0,0,0,0,0,0,0,3.65,0,0,4,16,75,0,0,49,,,,
SS17-4PH,PBF,220,1900,,,,,7750,460,17.9,1420,,,keyhole,,0,0,0,0,0,0,0,0,0,0,3.65,0,0,4,16,75,0,0,49,,,,
SS17-4PH,PBF,220,2400,,,,,7750,460,17.9,1420,,,LOF,,0,0,0,0,0,0,0,0,0,0,3.65,0,0,4,16,75,0,0,49,,,,
SS17-4PH,PBF,220,2900,,,,,7750,460,17.9,1420,,,LOF,,0,0,0,0,0,0,0,0,0,0,3.65,0,0,4,16,75,0,0,49,,,,
SS17-4PH,PBF,220,3400,,,,,7750,460,17.9,1420,,,LOF,,0,0,0,0,0,0,0,0,0,0,3.65,0,0,4,16,75,0,0,49,,,,
SS17-4PH,PBF,300,400,,,,,7750,460,17.9,1420,,,keyhole,,0,0,0,0,0,0,0,0,0,0,3.65,0,0,4,16,75,0,0,49,,,,
SS17-4PH,PBF,300,900,,,,,7750,460,17.9,1420,,,keyhole,,0,0,0,0,0,0,0,0,0,0,3.65,0,0,4,16,75,0,0,49,,,,
SS17-4PH,PBF,300,1400,,,,,7750,460,17.9,1420,,,keyhole,,0,0,0,0,0,0,0,0,0,0,3.65,0,0,4,16,75,0,0,49,,,,
SS17-4PH,PBF,300,1900,,,,,7750,460,17.9,1420,,,keyhole,,0,0,0,0,0,0,0,0,0,0,3.65,0,0,4,16,75,0,0,49,,,,
SS17-4PH,PBF,300,2400,,,,,7750,460,17.9,1420,,,keyhole,,0,0,0,0,0,0,0,0,0,0,3.65,0,0,4,16,75,0,0,49,,,,
SS17-4PH,PBF,300,2900,,,,,7750,460,17.9,1420,,,keyhole,,0,0,0,0,0,0,0,0,0,0,3.65,0,0,4,16,75,0,0,49,,,,
SS17-4PH,PBF,300,3400,,,,,7750,460,17.9,1420,,,keyhole,,0,0,0,0,0,0,0,0,0,0,3.65,0,0,4,16,75,0,0,49,,,,
SS304L,PBF,45,400,,,,,8030,500,16.2,1420,,,LOF,,0,0,0,0,0,0,0,0,0,0,0,0,0,8,18,70,2,0,49,,,,
SS304L,PBF,45,900,,,,,8030,500,16.2,1420,,,LOF,,0,0,0,0,0,0,0,0,0,0,0,0,0,8,18,70,2,0,49,,,,
SS304L,PBF,45,1400,,,,,8030,500,16.2,1420,,,LOF,,0,0,0,0,0,0,0,0,0,0,0,0,0,8,18,70,2,0,49,,,,
SS304L,PBF,45,1900,,,,,8030,500,16.2,1420,,,LOF,,0,0,0,0,0,0,0,0,0,0,0,0,0,8,18,70,2,0,49,,,,
SS304L,PBF,45,2400,,,,,8030,500,16.2,1420,,,LOF,,0,0,0,0,0,0,0,0,0,0,0,0,0,8,18,70,2,0,49,,,,
SS304L,PBF,45,2900,,,,,8030,500,16.2,1420,,,LOF,,0,0,0,0,0,0,0,0,0,0,0,0,0,8,18,70,2,0,49,,,,
SS304L,PBF,45,3400,,,,,8030,500,16.2,1420,,,LOF,,0,0,0,0,0,0,0,0,0,0,0,0,0,8,18,70,2,0,49,,,,
SS304L,PBF,130,400,,,,,8030,500,16.2,1420,,,keyhole,,0,0,0,0,0,0,0,0,0,0,0,0,0,8,18,70,2,0,49,,,,
SS304L,PBF,130,900,,,,,8030,500,16.2,1420,,,keyhole,,0,0,0,0,0,0,0,0,0,0,0,0,0,8,18,70,2,0,49,,,,
SS304L,PBF,130,1400,,,,,8030,500,16.2,1420,,,desirable,,0,0,0,0,0,0,0,0,0,0,0,0,0,8,18,70,2,0,49,,,,
SS304L,PBF,130,1900,,,,,8030,500,16.2,1420,,,LOF,,0,0,0,0,0,0,0,0,0,0,0,0,0,8,18,70,2,0,49,,,,
SS304L,PBF,130,2400,,,,,8030,500,16.2,1420,,,LOF,,0,0,0,0,0,0,0,0,0,0,0,0,0,8,18,70,2,0,49,,,,
SS304L,PBF,130,2900,,,,,8030,500,16.2,1420,,,LOF,,0,0,0,0,0,0,0,0,0,0,0,0,0,8,18,70,2,0,49,,,,
SS304L,PBF,130,3400,,,,,8030,500,16.2,1420,,,LOF,,0,0,0,0,0,0,0,0,0,0,0,0,0,8,18,70,2,0,49,,,,
SS304L,PBF,220,400,,,,,8030,500,16.2,1420,,,keyhole,,0,0,0,0,0,0,0,0,0,0,0,0,0,8,18,70,2,0,49,,,,
SS304L,PBF,220,900,,,,,8030,500,16.2,1420,,,keyhole,,0,0,0,0,0,0,0,0,0,0,0,0,0,8,18,70,2,0,49,,,,
SS304L,PBF,220,1400,,,,,8030,500,16.2,1420,,,keyhole,,0,0,0,0,0,0,0,0,0,0,0,0,0,8,18,70,2,0,49,,,,
SS304L,PBF,220,1900,,,,,8030,500,16.2,1420,,,keyhole,,0,0,0,0,0,0,0,0,0,0,0,0,0,8,18,70,2,0,49,,,,
SS304L,PBF,220,2400,,,,,8030,500,16.2,1420,,,desirable,,0,0,0,0,0,0,0,0,0,0,0,0,0,8,18,70,2,0,49,,,,
SS304L,PBF,220,2900,,,,,8030,500,16.2,1420,,,LOF,,0,0,0,0,0,0,0,0,0,0,0,0,0,8,18,70,2,0,49,,,,
SS304L,PBF,220,3400,,,,,8030,500,16.2,1420,,,LOF,,0,0,0,0,0,0,0,0,0,0,0,0,0,8,18,70,2,0,49,,,,
SS304L,PBF,300,400,,,,,8030,500,16.2,1420,,,keyhole,,0,0,0,0,0,0,0,0,0,0,0,0,0,8,18,70,2,0,49,,,,
SS304L,PBF,300,900,,,,,8030,500,16.2,1420,,,keyhole,,0,0,0,0,0,0,0,0,0,0,0,0,0,8,18,70,2,0,49,,,,
SS304L,PBF,300,1400,,,,,8030,500,16.2,1420,,,keyhole,,0,0,0,0,0,0,0,0,0,0,0,0,0,8,18,70,2,0,49,,,,
SS304L,PBF,300,1900,,,,,8030,500,16.2,1420,,,keyhole,,0,0,0,0,0,0,0,0,0,0,0,0,0,8,18,70,2,0,49,,,,
SS304L,PBF,300,2400,,,,,8030,500,16.2,1420,,,keyhole,,0,0,0,0,0,0,0,0,0,0,0,0,0,8,18,70,2,0,49,,,,
SS304L,PBF,300,2900,,,,,8030,500,16.2,1420,,,keyhole,,0,0,0,0,0,0,0,0,0,0,0,0,0,8,18,70,2,0,49,,,,
SS304L,PBF,300,3400,,,,,8030,500,16.2,1420,,,desirable,,0,0,0,0,0,0,0,0,0,0,0,0,0,8,18,70,2,0,49,,,,
Ni-5Nb,PBF,72,100,,,?,100,8900,550,85,1430,,,LOF,,0,0,0,0,0,0,0,0,0,0,0,0,5,95,0,0,0,0,51,,,,l/w<2.3 balling
Ni-5Nb,PBF,80,1200,,,,100,8900,550,85,1430,,,LOF,,0,0,0,0,0,0,0,0,0,0,0,0,5,95,0,0,0,0,51,,,,d<2/3 w keyhole
Ni-5Nb,PBF,80,1500,,,,100,8900,550,85,1430,,,LOF,,0,0,0,0,0,0,0,0,0,0,0,0,5,95,0,0,0,0,51,,,,d/t>1.5 LOF
Ni-5Nb,PBF,90,950,,,,100,8900,550,85,1430,,,LOF,,0,0,0,0,0,0,0,0,0,0,0,0,5,95,0,0,0,0,51,,,,
Ni-5Nb,PBF,90,1900,,,,100,8900,550,85,1430,,,LOF,,0,0,0,0,0,0,0,0,0,0,0,0,5,95,0,0,0,0,51,,,,
Ni-5Nb,PBF,90,2300,,,,100,8900,550,85,1430,,,LOF,,0,0,0,0,0,0,0,0,0,0,0,0,5,95,0,0,0,0,51,,,,
Ni-5Nb,PBF,110,800,,,,100,8900,550,85,1430,,,LOF,,0,0,0,0,0,0,0,0,0,0,0,0,5,95,0,0,0,0,51,,,,
Ni-5Nb,PBF,115,1200,,,,100,8900,550,85,1430,,,LOF,,0,0,0,0,0,0,0,0,0,0,0,0,5,95,0,0,0,0,51,,,,
Ni-5Nb,PBF,115,1500,,,,100,8900,550,85,1430,,,LOF,,0,0,0,0,0,0,0,0,0,0,0,0,5,95,0,0,0,0,51,,,,
Ni-5Nb,PBF,140,1900,,,,100,8900,550,85,1430,,,LOF,,0,0,0,0,0,0,0,0,0,0,0,0,5,95,0,0,0,0,51,,,,
Ni-5Nb,PBF,140,2300,,,,100,8900,550,85,1430,,,LOF,,0,0,0,0,0,0,0,0,0,0,0,0,5,95,0,0,0,0,51,,,,
Ni-5Nb,PBF,145,1500,,,,100,8900,550,85,1430,,,LOF,,0,0,0,0,0,0,0,0,0,0,0,0,5,95,0,0,0,0,51,,,,
Ni-5Nb,PBF,80,150,,,,100,8900,550,85,1430,,,desirable,,0,0,0,0,0,0,0,0,0,0,0,0,5,95,0,0,0,0,51,,,,
Ni-5Nb,PBF,95,350,,,,100,8900,550,85,1430,,,desirable,,0,0,0,0,0,0,0,0,0,0,0,0,5,95,0,0,0,0,51,,,,
Ni-5Nb,PBF,120,500,,,,100,8900,550,85,1430,,,desirable,,0,0,0,0,0,0,0,0,0,0,0,0,5,95,0,0,0,0,51,,,,
Ni-5Nb,PBF,130,750,,,,100,8900,550,85,1430,,,desirable,,0,0,0,0,0,0,0,0,0,0,0,0,5,95,0,0,0,0,51,,,,
Ni-5Nb,PBF,138,700,,,,100,8900,550,85,1430,,,desirable,,0,0,0,0,0,0,0,0,0,0,0,0,5,95,0,0,0,0,51,,,,
Ni-5Nb,PBF,140,1200,,,,100,8900,550,85,1430,,,desirable,,0,0,0,0,0,0,0,0,0,0,0,0,5,95,0,0,0,0,51,,,,
Ni-5Nb,PBF,170,500,,,,100,8900,550,85,1430,,,desirable,,0,0,0,0,0,0,0,0,0,0,0,0,5,95,0,0,0,0,51,,,,
